datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1)
2015-05-19 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.96,1.85,203.28,0.98
2015-05-19 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.67,2.11,247.19,0.99
2015-05-20 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.52,1.91,272.61,0.99
2015-05-20 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.25,1.48,288.68,0.98
2015-05-20 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.36,1.45,311.43,0.99
2015-05-20 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.47,1.93,359.77,0.99
2015-05-20 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.46,2.62,15.63,1.0
2015-05-20 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.78,2.64,28.61,1.0
2015-05-20 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.97,2.49,48.36,1.0
2015-05-20 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.2,2.16,54.8,1.0
2015-05-20 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.16,2.29,50.44,1.0
2015-05-20 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.49,2.66,54.09,1.0
2015-05-20 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.81,3.01,48.47,0.99
2015-05-20 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.09,3.44,63.64,1.0
2015-05-20 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.71,3.98,70.69,1.0
2015-05-20 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.08,3.84,74.77,0.99
2015-05-20 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.82,3.42,74.73,1.0
2015-05-20 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.86,3.03,73.2,0.99
2015-05-20 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.07,2.69,66.25,0.98
2015-05-20 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.18,2.75,63.74,0.99
2015-05-20 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.01,2.77,62.55,0.94
2015-05-20 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.48,2.88,69.16,0.93
2015-05-20 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.11,2.82,80.08,1.0
2015-05-20 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.91,2.31,97.42,1.0
2015-05-20 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.77,2.58,120.77,1.0
2015-05-20 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.06,3.01,134.58,0.99
2015-05-21 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.44,2.79,165.72,0.89
2015-05-21 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.41,2.95,191.66,0.99
2015-05-21 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.99,2.94,199.38,0.99
2015-05-21 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.02,2.92,208.34,0.97
2015-05-21 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.12,3.14,223.9,0.99
2015-05-21 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.28,3.34,236.01,1.0
2015-05-21 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.67,3.35,247.11,1.0
2015-05-21 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.63,3.17,262.12,1.0
2015-05-21 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.02,3.2,278.93,1.0
2015-05-21 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.88,3.38,297.49,1.0
2015-05-21 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.58,3.96,315.38,1.0
2015-05-21 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.42,4.47,325.96,1.0
2015-05-21 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.32,4.79,329.18,1.0
2015-05-21 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.06,4.87,331.74,1.0
2015-05-21 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.35,4.57,335.34,1.0
2015-05-21 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.04,4.12,342.33,0.99
2015-05-21 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.55,3.66,350.69,1.0
2015-05-21 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.87,2.64,354.59,0.84
2015-05-21 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.06,1.95,359.5,0.42
2015-05-21 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.45,2.05,7.72,0.4
2015-05-21 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.44,1.63,5.5,0.81
2015-05-21 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.41,1.58,8.33,0.96
2015-05-21 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.24,1.69,9.19,0.99
2015-05-21 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.33,1.59,1.34,0.97
2015-05-22 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.49,1.48,342.2,1.0
2015-05-22 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.71,1.55,347.58,1.0
2015-05-22 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.49,1.37,358.27,1.0
2015-05-22 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.33,1.1,350.47,1.0
2015-05-22 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.51,1.21,339.88,1.0
2015-05-22 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.78,0.87,345.4,1.0
2015-05-22 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.89,0.74,357.35,1.0
2015-05-22 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.2,0.68,16.61,0.94
2015-05-22 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.18,0.62,28.92,0.89
2015-05-22 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.79,0.9,9.11,0.76
2015-05-22 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.65,0.95,322.87,0.6
2015-05-22 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.44,1.83,315.65,0.63
2015-05-22 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.06,2.3,312.9,0.67
2015-05-22 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.2,2.19,310.27,0.48
2015-05-22 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.67,2.34,309.64,0.55
2015-05-22 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.53,2.6,308.7,0.35
2015-05-22 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.33,2.6,308.4,0.2
2015-05-22 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.19,1.86,302.64,0.09
2015-05-22 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.22,2.11,304.43,0.1
2015-05-22 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.88,2.08,311.35,0.12
2015-05-22 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.38,2.07,316.73,0.06
2015-05-22 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.11,2.02,321.72,0.05
2015-05-22 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.47,1.09,335.69,0.19
2015-05-22 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.6,0.68,177.52,0.21
2015-05-23 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.16,1.41,171.08,0.06
2015-05-23 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.89,1.82,164.46,0.02
2015-05-23 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.78,2.24,171.0,0.0
2015-05-23 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.54,2.85,179.88,0.09
2015-05-23 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.55,3.2,184.81,0.36
2015-05-23 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.14,2.88,190.13,0.52
2015-05-23 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.6,3.02,194.53,0.48
2015-05-23 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.58,3.31,201.12,0.74
2015-05-23 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.45,3.37,209.89,0.96
2015-05-23 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.46,3.59,225.61,1.0
2015-05-23 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.61,3.21,228.35,1.0
2015-05-23 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.51,3.33,238.93,1.0
2015-05-23 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.19,3.5,239.7,1.0
2015-05-23 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.78,2.88,233.92,1.0
2015-05-23 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.24,2.49,230.4,1.0
2015-05-23 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.2,2.31,227.1,0.99
2015-05-23 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.41,2.33,210.39,0.91
2015-05-23 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.86,2.16,198.21,0.86
2015-05-23 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.2,2.3,198.06,0.77
2015-05-23 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.65,2.38,207.89,0.84
2015-05-23 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.69,2.11,219.09,0.81
2015-05-23 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.39,1.76,228.91,0.79
2015-05-23 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.74,1.84,251.34,0.93
2015-05-23 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.95,1.93,279.45,0.94
2015-05-24 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.76,1.92,297.88,0.95
2015-05-24 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.16,2.11,307.99,0.87
2015-05-24 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.73,2.33,312.47,0.8
2015-05-24 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.22,2.53,315.93,1.0
2015-05-24 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.88,2.37,321.53,0.97
2015-05-24 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.0,2.34,329.52,0.88
2015-05-24 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.91,2.25,330.4,0.74
2015-05-24 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.28,1.81,326.13,0.47
2015-05-24 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.07,1.57,319.99,0.22
2015-05-24 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.53,1.54,311.76,0.06
2015-05-24 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.41,1.86,293.42,0.03
2015-05-24 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.08,2.16,296.54,0.0
2015-05-24 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.73,2.34,299.81,0.0
2015-05-24 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.96,2.5,302.28,0.0
2015-05-24 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.79,2.51,306.52,0.0
2015-05-24 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.8,2.4,311.3,0.0
2015-05-24 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.62,2.1,313.07,0.0
2015-05-24 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.25,1.15,310.54,0.0
2015-05-24 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.48,1.7,297.59,0.0
2015-05-24 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.78,1.31,277.03,0.0
2015-05-24 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.49,1.17,237.29,0.0
2015-05-24 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.82,1.29,245.35,0.0
2015-05-24 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.93,1.63,270.06,0.0
2015-05-24 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.65,1.15,302.47,0.0
2015-05-25 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.56,0.31,23.98,0.0
2015-05-25 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.0,0.73,138.55,0.0
2015-05-25 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.76,1.84,147.2,0.0
2015-05-25 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.71,1.64,143.09,0.0
2015-05-25 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.6,2.4,144.34,0.0
2015-05-25 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.25,2.08,148.06,0.0
2015-05-25 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.74,2.12,151.51,0.06
2015-05-25 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.6,2.51,159.95,0.15
2015-05-25 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,18.52,2.8,168.95,0.06
2015-05-25 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,18.64,2.43,172.4,0.03
2015-05-25 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,20.07,2.5,183.92,0.0
2015-05-25 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,20.31,2.55,187.22,0.02
2015-05-25 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,20.73,2.25,189.74,0.02
2015-05-25 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,20.96,2.25,181.34,0.1
2015-05-25 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,21.42,2.12,185.02,0.24
2015-05-25 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,21.09,1.62,185.67,0.54
2015-05-25 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,20.42,0.97,160.33,0.44
2015-05-25 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,18.46,0.84,96.27,0.61
2015-05-25 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.66,1.53,85.68,0.86
2015-05-25 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.38,1.54,92.97,0.85
2015-05-25 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.74,1.74,109.29,0.86
2015-05-25 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.45,2.11,128.3,0.94
2015-05-25 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.61,2.32,148.26,0.95
2015-05-25 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.16,1.57,129.76,0.8
2015-05-26 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.71,1.78,112.61,0.9
2015-05-26 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.38,2.18,103.46,1.0
2015-05-26 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.34,2.35,107.18,1.0
2015-05-26 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.93,2.7,89.21,1.0
2015-05-26 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.61,3.42,90.92,0.99
2015-05-26 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.85,3.54,102.31,0.99
2015-05-26 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.18,3.19,116.99,0.92
2015-05-26 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.71,2.8,134.87,0.87
2015-05-26 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.09,3.85,163.76,0.88
2015-05-26 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.05,3.29,191.14,1.0
2015-05-26 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.8,1.84,225.06,1.0
2015-05-26 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.6,2.26,243.95,0.96
2015-05-26 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.42,3.05,258.6,0.87
2015-05-26 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.57,3.17,287.45,0.96
2015-05-26 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.83,3.26,308.89,0.95
2015-05-26 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.54,3.16,318.95,0.93
2015-05-26 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,18.24,3.03,324.24,0.96
2015-05-26 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.89,2.88,328.42,0.93
2015-05-26 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.85,2.9,323.24,0.9
2015-05-26 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.34,3.26,314.68,0.92
2015-05-26 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.06,3.98,313.98,0.99
2015-05-26 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.79,4.89,315.22,1.0
2015-05-26 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.98,4.85,318.16,1.0
2015-05-26 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.7,4.68,322.57,1.0
2015-05-27 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.33,4.66,328.47,1.0
2015-05-27 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.98,4.64,331.6,1.0
2015-05-27 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.85,4.56,330.54,1.0
2015-05-27 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.44,4.29,334.14,1.0
2015-05-27 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.37,3.99,333.49,1.0
2015-05-27 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.05,4.19,326.95,1.0
2015-05-27 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.12,4.62,324.75,1.0
2015-05-27 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.08,4.58,324.64,1.0
2015-05-27 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.0,4.59,328.14,1.0
2015-05-27 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.34,4.52,329.24,1.0
2015-05-27 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.18,3.77,325.17,1.0
2015-05-27 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.44,3.66,327.58,1.0
2015-05-27 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.64,3.28,329.99,1.0
2015-05-27 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.29,3.16,336.9,1.0
2015-05-27 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.51,2.85,340.02,0.99
2015-05-27 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.75,2.7,339.91,0.99
2015-05-27 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.91,2.47,334.05,0.95
2015-05-27 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.49,2.45,320.25,0.95
2015-05-27 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.56,2.72,304.58,0.98
2015-05-27 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.77,3.45,299.04,0.99
2015-05-27 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.74,4.08,299.7,0.99
2015-05-27 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.36,4.46,301.09,0.99
2015-05-27 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.77,4.53,301.75,1.0
2015-05-27 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.25,4.24,299.94,0.89
2015-05-28 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.9,3.78,297.2,0.86
2015-05-28 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.64,3.51,295.61,0.91
2015-05-28 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.88,3.35,294.91,0.93
2015-05-28 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.57,3.4,295.51,0.91
2015-05-28 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.88,3.81,299.89,0.94
2015-05-28 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.34,3.27,296.74,0.74
2015-05-28 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.95,2.77,289.87,0.67
2015-05-28 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.68,2.81,287.93,0.41
2015-05-28 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.09,2.76,288.06,0.21
2015-05-28 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.64,2.69,288.65,0.12
2015-05-28 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.23,2.17,289.53,0.17
2015-05-28 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.77,2.21,291.59,0.27
2015-05-28 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.86,2.49,292.17,0.47
2015-05-28 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.96,2.73,295.99,0.56
2015-05-28 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.26,2.81,298.29,0.95
2015-05-28 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.16,2.92,293.79,0.81
2015-05-28 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.86,2.87,291.77,0.75
2015-05-28 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.87,2.85,290.77,0.66
2015-05-28 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.56,2.92,291.48,0.32
2015-05-28 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.91,2.86,294.39,0.23
2015-05-28 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.08,2.33,294.13,0.29
2015-05-28 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.85,1.78,288.89,0.36
2015-05-28 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.0,1.5,265.23,0.45
2015-05-28 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.57,1.52,243.28,0.58
2015-05-29 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.93,1.7,224.98,0.22
2015-05-29 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.63,1.89,207.16,0.09
2015-05-29 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.47,1.72,196.03,0.03
2015-05-29 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.23,2.04,195.08,0.01
2015-05-29 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.85,2.7,197.31,0.0
2015-05-29 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.9,2.63,204.94,0.0
2015-05-29 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.84,2.9,216.21,0.01
2015-05-29 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.52,3.14,234.79,0.02
2015-05-29 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.68,3.05,250.48,0.02
2015-05-29 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.0,3.44,257.69,0.43
2015-05-29 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.47,3.48,270.73,0.46
2015-05-29 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.95,4.03,279.43,0.66
2015-05-29 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.0,3.95,287.29,0.78
2015-05-29 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.2,3.54,293.02,0.85
2015-05-29 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,16.8,3.33,294.67,0.77
2015-05-29 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.17,3.01,301.49,0.71
2015-05-29 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.24,2.76,308.39,0.39
2015-05-29 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.98,2.02,311.71,0.11
2015-05-29 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.24,1.52,315.54,0.0
2015-05-29 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.89,1.92,322.59,0.01
2015-05-29 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.15,1.89,334.3,0.0
2015-05-29 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.37,1.91,346.43,0.0
2015-05-29 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.54,2.18,4.1,0.0
2015-05-29 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.14,2.23,38.28,0.03
2015-05-30 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.77,1.92,73.47,0.19
2015-05-30 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.96,1.78,90.65,0.33
2015-05-30 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.48,2.01,102.35,0.57
2015-05-30 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.05,2.49,112.49,0.64
2015-05-30 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.96,3.01,120.95,0.6
2015-05-30 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.02,3.0,127.71,0.67
2015-05-30 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.83,3.4,131.02,0.57
2015-05-30 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.99,4.28,134.44,0.49
2015-05-30 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,17.27,4.88,140.57,0.36
2015-05-30 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,18.63,5.27,152.82,0.48
2015-05-30 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,20.72,4.67,145.38,0.44
